Name,Address,Municipality,Categories,Cuisine_Type,Rating,Rating_Band,Latitude,Longitude,Is_Halal,Is_Vegetarian,Is_Vegan,Has_Parking,Is_Family_Friendly,Is_Romantic,Has_Scenic_View,Has_Outdoor,Has_Wifi,Dominant_Topic,Topic_Label,Topic_1_Pct,Topic_2_Pct,Topic_3_Pct
Pizza Hut Restaurant Dataran Austin,,Jln Austin 3,Pizza Restaurant,Western,5.0,Excellent (≥4.5★),5.3560493,103.095619599999,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,76.07,17.16,3.0
Rizqin Cafe,,Kuala Terengganu,Coffee Shop,Cafe,5.0,Excellent (≥4.5★),5.3475928,103.0929311,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nasi Kukus F1,,Kampung Seberang Bukit Tumbuh,Restaurant,Other,5.0,Excellent (≥4.5★),5.3456373,103.117716699999,No,No,No,Yes,No,No,No,Yes,No,5,Western & Fusion Food,55.54,29.92,8.41
Pizza Medira,,Kampung Paya Datu,Pizza Restaurant,Western,5.0,Excellent (≥4.5★),5.33919789999999,103.0806157,No,No,No,Yes,Yes,No,No,No,No,5,Western & Fusion Food,65.23,27.95,4.07
Nyiur Pantai Sauh,,Unknown,Cafe,Cafe,5.0,Excellent (≥4.5★),5.4571277,103.0399772,No,No,No,No,No,No,Yes,Yes,No,6,Seafood & Local Snacks,68.14,23.18,6.69
Aa Kitchen,,Jln Tok Jembal,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),5.388722,103.0985255,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,62.32,35.57,0.73
Restoran Ramai,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.33146779999999,103.1352986,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,54.58,30.27,9.63
Kfc Dataran Austin,,Jalan Gong Badak,Restaurant,Other,5.0,Excellent (≥4.5★),5.3570287,103.096589099999,No,No,No,No,No,Yes,No,No,No,1,Overall Dining Experience,76.96,15.5,3.19
Burger Ustaz,,Kuala Terengganu,Hamburger Restaurant,Western,5.0,Excellent (≥4.5★),5.3669242,103.121004,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.34,7.64,5.36
Kin Aroy Bistro,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3906225,103.081127099999,No,No,No,No,Yes,No,Yes,No,No,1,Overall Dining Experience,70.09,16.41,8.29
Ict Kak Ani Celup Tepung,,Kampung Telaga Daing,Restaurant,Other,5.0,Excellent (≥4.5★),5.38542139999999,103.113228299999,No,No,No,Yes,Yes,No,Yes,No,No,6,Seafood & Local Snacks,58.67,31.43,6.86
On The Way Kopitiam - K.Terengganu,,Kuala Terengganu,Coffee Shop,Cafe,5.0,Excellent (≥4.5★),5.3337911,103.132589299999,No,No,No,Yes,No,Yes,No,No,No,3,Location & Ambiance,52.52,33.81,9.96
Kedai Masakan Panas On Off,,Kampung Tok Jembal,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.3900535,103.0996376,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,75.44,7.27,5.21
The Chicken Rice Shop Mydin Gong Badak,,Jalan Gong Pak Damat,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.35545699999999,103.0956497,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,73.5,18.66,4.6
Cafe (Yaain Cafe),,Pekan Batu Enam,Soup Restaurant,Malay,5.0,Excellent (≥4.5★),5.3467665,103.0917252,Yes,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,70.0,20.04,4.92
Restoran Bowoh Pokok,,Kampung Batu Enam,Restaurant,Other,4.0,Very Good (≥4.0★),5.3473825,103.091669599999,No,No,No,Yes,Yes,No,No,Yes,No,4,Malay Review Sentiment,74.92,14.9,3.07
Ayam 7 Goreng,,"Lot B-G-37766, Jalan Rimba Square",Chicken Restaurant,Fast Food,4.0,Very Good (≥4.0★),5.35032269999999,103.1018165,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,63.54,28.77,4.52
Kampung Cina Cafe,,Kampung Banggul,Chinese Restaurant,Chinese,5.0,Excellent (≥4.5★),5.333011,103.1327719,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,82.42,12.11,2.18
Pizza Hut Delivery Gong Badak,,Jalan Gong Badak,Pizza Restaurant,Western,5.0,Excellent (≥4.5★),5.3965415,103.0842356,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,69.89,19.42,4.76
Aa Cafe,,Kampung Tok Jembal,Asian Restaurant,Asian,4.0,Very Good (≥4.0★),5.38520379999999,103.1004657,No,No,No,No,Yes,No,Yes,No,No,4,Malay Review Sentiment,83.1,9.49,4.23
Keropok Lekor Damai,,Kampung Buluh Gading,Restaurant,Other,4.0,Very Good (≥4.0★),5.3354061,103.0874802,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,72.85,15.46,5.73
Warung Labu Labi Roti Canai,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.381292,103.0959807,Yes,No,No,No,Yes,No,No,No,No,2,Traditional Malay Food,48.47,29.32,16.8
Kedai Makan Selera Anak,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3479025,103.087567999999,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,58.52,20.59,6.3
Restoran Sri Nerus,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3481606,103.1027544,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung D'Nibong,,Kampung Tanjung,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.43843759999999,103.051667,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,55.35,18.85,17.91
Ayam Sixstones,,Kampung Batu Enam,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3476956,103.091562599999,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,57.53,30.91,6.05
Nasi Berlauk Juedin,,Kampung Banggol Tok Jiring,Restaurant,Other,5.0,Excellent (≥4.5★),5.3510241,103.0833495,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,57.51,25.14,6.36
Nasi Dagang Teluk Pasu Tepi Highway,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3237555,103.0899779,No,No,No,Yes,No,No,No,No,No,2,Traditional Malay Food,65.01,29.55,1.82
Dynar Lekor,,Kampung Buluh Gading,Restaurant,Other,5.0,Excellent (≥4.5★),5.3362392,103.0881919,No,No,No,Yes,No,No,Yes,No,No,6,Seafood & Local Snacks,59.11,30.7,6.64
Meesup Stambung,,Jalan Kelantan,Restaurant,Other,5.0,Excellent (≥4.5★),5.3467297,103.0918889,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,74.04,22.55,1.07
Kedai Makan Mustafa,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3461677,103.0923636,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,67.29,25.66,2.19
Warung Desa Tomyam,,Kampung Banggul Tiang Kulat,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3494435,103.099262799999,Yes,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,79.21,10.75,3.08
Nasi Dagang Mmeknani Gong Badak,,Gong Badak,Takeout Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.3910152,103.080833,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,74.71,14.37,6.5
Kedai Keropok Lekor (Sulekor),,Jln Tok Jembal,Restaurant,Other,5.0,Excellent (≥4.5★),5.38866589999999,103.098560299999,No,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,56.59,29.11,6.49
Bless These Kitchen,,Kuala Terengganu,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.3521778,103.0934115,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,55.06,31.6,3.85
Keropok Lekor Rosa,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3503471,103.0833066,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,63.32,23.97,5.77
Restoran Selere Bonda,,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.3760784,103.072185199999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,76.51,20.17,1.09
Mystreet Pizza Dapur Kayu,,Kampung Bukit Guntung,Pizza Restaurant,Western,5.0,Excellent (≥4.5★),5.3196455,103.0463977,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,70.91,19.92,2.8
Kedai Mee Sup Tok Jembal,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.4034755,103.099300599999,No,No,No,No,No,No,Yes,No,No,5,Western & Fusion Food,52.85,30.71,13.58
Mystreet Pizza,,Kampung Batu Enam,Pizza Restaurant,Western,5.0,Excellent (≥4.5★),5.3444591,103.091798599999,No,No,No,No,Yes,No,No,Yes,No,4,Malay Review Sentiment,62.8,25.42,5.07
"N,A Ikang Bakor",,Kuala Terengganu,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.3449693,103.1202007,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Sentosa Secret Cafe,,Jln Tok Jembal,Breakfast Restaurant,Cafe,2.0,Below Average (<3.0★),5.3873117,103.098880799999,No,No,No,Yes,Yes,No,Yes,No,No,4,Malay Review Sentiment,60.59,28.67,6.84
Kedai Makan Warung Kita,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3462917,103.0909502,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,54.25,39.69,2.11
Keropok Lekor Kak Jah,,Kampung Batu Enam,Restaurant,Other,4.0,Very Good (≥4.0★),5.3443736,103.092028399999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,76.96,16.55,2.32
Warung Kak Dah Sarapan Pagi,,Kampung Losong Hj Mat Shafie,Breakfast Restaurant,Cafe,4.0,Very Good (≥4.0★),5.31330139999999,103.1133536,No,No,No,Yes,No,No,No,No,No,2,Traditional Malay Food,43.2,32.14,8.19
Nasi Ayam Batu 6,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3462191,103.092437499999,Yes,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,67.8,10.44,6.67
Kafe Nyiur Sebatang,,Kampung Banggol Tok Jiring,Restaurant,Other,5.0,Excellent (≥4.5★),5.3543074,103.0854655,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Mak Teh Nasi Kerabu,,Jalan Tengku Ampuan Intan,Restaurant,Other,5.0,Excellent (≥4.5★),5.3574833,103.094135,No,No,No,No,No,No,No,Yes,No,2,Traditional Malay Food,53.96,25.95,11.65
Asam Pedas Johor,,Kampung Binjai Bongkok,Restaurant,Other,5.0,Excellent (≥4.5★),5.35302359999999,103.0946728,No,No,No,No,Yes,No,No,No,No,2,Traditional Malay Food,68.37,22.65,4.32
Nasi Dagang D' Tapang,,Kuala Terengganu,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),5.37640189999999,103.119247399999,No,No,No,No,Yes,No,Yes,Yes,No,2,Traditional Malay Food,58.69,21.21,13.89
Kedai Nasi Ayam Yunan Mat Rafi,,Kampung Pak Tijah,Chicken Restaurant,Fast Food,3.0,Good (≥3.0★),5.3770921,103.084402599999,No,No,No,No,Yes,No,No,No,No,2,Traditional Malay Food,67.39,23.87,4.06
Mee Celup Jeram Hulu,,Kampung Jeram Hulu,Restaurant,Other,3.0,Good (≥3.0★),5.3379669,103.0563693,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,75.72,17.71,2.67
Kak Yah Sate Chalok 2,,Jalan Lapangan Terbang,Satay Restaurant,Malay,5.0,Excellent (≥4.5★),5.36613709999999,103.0888763,Yes,No,No,No,No,Yes,No,No,No,5,Western & Fusion Food,71.91,15.62,7.26
Nasi Kunyit Rendang Ayam,,Jalan Tengku Mohamad,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.362422,103.099706799999,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Roti Tempayan Pok Syed,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.36304399999999,103.0909372,No,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,79.84,8.37,3.51
Ayub Cikko,,Kampung Batu Enam,Thai Restaurant,Thai,5.0,Excellent (≥4.5★),5.34774679999999,103.089512599999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,85.65,4.25,3.04
Warung Pok Din & Angah,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.346372,103.0912503,Yes,Yes,No,No,No,No,No,No,No,2,Traditional Malay Food,58.2,32.31,3.49
At Home Cafe,,Kampung Banggul Tiang Kulat,Restaurant,Other,5.0,Excellent (≥4.5★),5.35412769999999,103.096269299999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Arang Steamboat,,Jalan Tengku Ampuan Bariah,Restaurant,Other,2.0,Below Average (<3.0★),5.3460315,103.1171966,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,75.9,9.92,4.43
Warung Che Wan Nasi Dagang,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3516848,103.073380399999,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,58.57,31.56,4.36
"Roti Canai,Kampung Batu 6",,"104 A, Jalan Kelantan",Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.3432572,103.091264099999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Roti Canai Adik Beradik 2,,Kampung Bukit Tok Beng,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.35314179999999,103.1168292,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,68.42,15.29,7.67
Warung Kopi Mat Siam Dan Malam,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3457408,103.0923296,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,67.04,19.19,6.61
Restoran Bamboo Village,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3479512,103.085614999999,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,73.96,15.92,5.94
"Table 10 Western Food, Kedai Gunting & Cyber Cafe",,Kampung Sekati,Restaurant,Other,4.0,Very Good (≥4.0★),5.3121448,103.086189699999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,77.66,11.24,4.78
Santai Tomyam,,Kuala Terengganu,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.3513592,103.0928952,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,76.34,18.18,1.58
Kelab Tujuh Puluh,,Kuala Terengganu,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.35258499999999,103.1041367,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Azmi Sate Jam Besar,,Kampung Banggul Tiang Kulat,Satay Restaurant,Malay,5.0,Excellent (≥4.5★),5.35617749999999,103.0914974,Yes,No,No,No,Yes,No,No,No,No,5,Western & Fusion Food,54.14,22.34,12.97
Pak Awang Satay,,Kampungpengakalan Arang,Restaurant,Other,5.0,Excellent (≥4.5★),5.3410549,103.0979017,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,69.57,24.66,1.98
Cendol Kaw (Surau Batu 6),,Kuala Terengganu,Hawker Stall,Malay,5.0,Excellent (≥4.5★),5.3484779,103.0927724,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,64.32,24.7,3.66
Ayam Gepuk Pak Gembus Gong Badak,,Jalan Gong Badak,Malaysian Restaurant,Malay,3.0,Good (≥3.0★),5.3566177,103.095683999999,Yes,No,No,No,No,No,No,No,No,1,Overall Dining Experience,71.31,21.38,5.01
Warung Kak Yah Pengkalan Arang,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.34278599999999,103.096858099999,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,84.52,4.44,3.18
Mi Goreng Kubor,,Kampung Pengkalan Arang,Restaurant,Other,5.0,Excellent (≥4.5★),5.3391969,103.103914699999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,61.75,23.89,8.78
Zuan Nasi Kerabu 2,,Kampung Banggul Tuan Muda,Restaurant,Other,1.0,Below Average (<3.0★),5.324688,103.0826574,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,67.89,24.57,2.49
T-Homemade Cafe,,Kuala Terengganu,Chinese Restaurant,Chinese,3.0,Good (≥3.0★),5.3320162,103.1326167,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,62.46,26.07,10.22
Kedai Cik Ngah No. 2,,Kampung Batu Enam,Breakfast Restaurant,Cafe,4.0,Very Good (≥4.0★),5.34628579999999,103.091245199999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,81.95,7.31,3.38
Ayam Gepuk Steseng,,Gong Badak,Restaurant,Other,5.0,Excellent (≥4.5★),5.37154439999999,103.0984948,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,69.29,22.36,4.06
Warung Awang York Roti Canai,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3477714,103.0894502,Yes,No,No,No,No,No,Yes,No,No,2,Traditional Malay Food,56.32,33.4,5.68
Burger Batu6,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3463674,103.092120999999,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,82.74,4.94,3.56
Nok Burger,,Kuala Terengganu,Hamburger Restaurant,Western,5.0,Excellent (≥4.5★),5.3494566,103.1275495,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nasi Dagang Kak Wan Aroma Ceria 2,,Kuala Terengganu,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.3586601,103.0987816,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Cendol Pasar Batu 6,,Kampung Batu Enam,Hawker Stall,Malay,5.0,Excellent (≥4.5★),5.3457154,103.0919782,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.5,22.79,0.94
Warung Nasi Lemak Rm2.50,,Jalan Kota Bharu,Hawker Stall,Malay,4.0,Very Good (≥4.0★),5.3451808,103.0922439,Yes,No,No,Yes,No,No,No,No,No,2,Traditional Malay Food,44.07,36.05,15.62
Dn Western Food,,Kampung Telaga Daing,Restaurant,Other,5.0,Excellent (≥4.5★),5.3652818,103.124791399999,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,69.46,19.93,4.74
Restoran Lauk Ulu,,Kampung Batu Enam,Restaurant,Other,5.0,Excellent (≥4.5★),5.3460531,103.0920361,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Surprise Delivery,,Kampung Banggul Nyiur,Bakery,Cafe,5.0,Excellent (≥4.5★),5.350169,103.0584949,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Soup Stall,,Jalan Ketapang 6,Soup Shop,Malay,3.0,Good (≥3.0★),5.3475674,103.0887116,Yes,No,No,No,Yes,No,No,Yes,No,4,Malay Review Sentiment,61.32,28.42,5.56
Warung Pok Yah Pasar Batu Enam,,Kuala Terengganu,Malaysian Restaurant,Malay,3.0,Good (≥3.0★),5.34623509999999,103.0912401,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,59.12,30.68,3.24
Mee Celop Ori Klate,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.35049399999999,103.124952299999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,61.87,11.28,8.09
Nasi Dagang Mok Kiter (Kak Pah Nasi Dagang),,Unknown,Restaurant,Other,4.0,Very Good (≥4.0★),5.3499174,103.10186,No,No,No,Yes,No,No,No,No,No,5,Western & Fusion Food,62.77,25.68,8.36
Kedai Makan Tengahari,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.4119757,103.0366379,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Noor Tomyam 2 & Nasi Arab,,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.39490839999999,103.0953438,No,No,No,No,Yes,No,No,No,No,2,Traditional Malay Food,68.07,21.4,5.68
Oden Diana Tepi Jalan,,Kampung Batu Enam,Oden Restaurant,Other,5.0,Excellent (≥4.5★),5.3473161,103.0919404,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Gudang Makanan,,Kampung Batu Enam,Restaurant,Other,3.0,Good (≥3.0★),5.3456759,103.0923239,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Muaz And Family Tomyam,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.34794439999999,103.0864395,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,92.74,2.08,1.49
Kedai Makan Selli Mi Rebus & Roti Canai,,Kampung Pak Katak,Restaurant,Other,3.0,Good (≥3.0★),5.3453149,103.095728299999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,72.03,14.76,6.92
Ayam Gepuk Ridhwan,,Kampung Bukit Tok Beng,Chicken Restaurant,Fast Food,2.0,Below Average (<3.0★),5.3620927,103.1169305,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,63.86,29.68,4.52
Wan Mohd Noor Wan Endut,,Unknown,Restaurant,Other,5.0,Excellent (≥4.5★),5.35590099999999,103.060294,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nasi Ayam Kak Mah,,Kampung Batu Enam,Malaysian Restaurant,Malay,1.0,Below Average (<3.0★),5.347467,103.088888599999,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,70.54,19.27,3.52
Ak Steamboat,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.333304,103.1363374,No,No,No,No,Yes,No,Yes,No,No,4,Malay Review Sentiment,71.78,15.45,7.61
Warung ''Pok Katok'',,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.34564819999999,103.0953734,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,54.2,32.14,10.18
Nasi Dagang Kak B Terbaikkk,,Kampung Nesan Empat,Restaurant,Other,5.0,Excellent (≥4.5★),5.3364793,103.1416732,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,61.44,22.5,10.57
Bb Shell Food,,Kampung Mengadang Akar,Restaurant,Other,2.0,Below Average (<3.0★),5.3144136,103.1466566,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,72.68,17.82,4.04
Gerai Mee Sup Pak Din (Mekcek),,Kuala Terengganu,Hawker Stall,Malay,3.0,Good (≥3.0★),5.34584929999999,103.0920057,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,86.55,6.69,2.13
Aisyah Ikan Bakar Tok Jiring,,Kampung Tok Jiring,Restaurant,Other,5.0,Excellent (≥4.5★),5.34766699999999,103.085867799999,No,No,No,No,Yes,No,No,No,No,2,Traditional Malay Food,65.35,27.15,4.58
Subway Paya Bunga Square,,Jalan Masjid Abidin,Fast Food Restaurant,Fast Food,1.0,Below Average (<3.0★),5.33130399999999,103.1369247,No,No,No,No,No,Yes,Yes,No,No,1,Overall Dining Experience,63.98,24.13,6.38
Burger Bt,,Kampung Batu Enam,Restaurant,Other,5.0,Excellent (≥4.5★),5.34518579999999,103.092237799999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,70.76,14.01,4.46
Azr Signature,,Kuala Terengganu,Brunch Restaurant,Cafe,1.0,Below Average (<3.0★),5.35470569999999,103.095672299999,No,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,77.1,21.02,0.66
D'Baruh Warung Pok Weil,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3525868,103.0868443,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Malindo Ayam Penyet,,Kuala Terengganu,Indonesian Restaurant,Indonesian,5.0,Excellent (≥4.5★),5.35723949999999,103.094335399999,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
The Taaras Beach & Spa Resort,,Kuala Terengganu,Resort Hotel,Other,5.0,Excellent (≥4.5★),5.7846899,103.014366099999,No,No,No,No,Yes,Yes,Yes,Yes,No,3,Location & Ambiance,66.01,22.63,6.52
Warung Maznah,,Kampung Batu Enam,Restaurant,Other,5.0,Excellent (≥4.5★),5.3435282,103.0916467,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung Nor & Fendi Roti Canai & Mee Sup,,Kuala Terengganu,Malaysian Restaurant,Malay,3.0,Good (≥3.0★),5.34637099999999,103.0937361,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,79.92,5.76,4.12
647 / Kedai Masakan Panas Paya 5 Amas,,Kuala Terengganu,Restaurant,Other,2.0,Below Average (<3.0★),5.3456607,103.094883,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Mok Kite Tomyam Seafood,,Kuala Terengganu,Restaurant,Other,2.0,Below Average (<3.0★),5.34359109999999,103.091429499999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,52.57,31.9,5.36
Terengganu State Museum,,Kuala Terengganu,Local History Museum,Other,5.0,Excellent (≥4.5★),5.31873029999999,103.102824399999,No,No,No,Yes,Yes,Yes,Yes,Yes,No,6,Seafood & Local Snacks,55.28,23.44,14.36
Dieyah Citarasa Tomyam,,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.3437771,103.091723,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,88.05,3.5,2.5
Kak Pah Nasi Dagang 3 (Caw Pantai Miami),,Kuala Terengganu,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),5.3655892,103.124921399999,No,No,No,No,Yes,No,Yes,Yes,No,1,Overall Dining Experience,58.38,30.98,4.55
Nasi Dagang & Nasi Lemak F1,,Kampung Wakaf Tembesu,Restaurant,Other,3.0,Good (≥3.0★),5.37133569999999,103.0854517,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,91.98,2.3,1.64
